station_id,station_name,latitude,longitude,elevation_m
60773,VANIMO                 PAPUA N          ,-2.7,141.3,3
60774,ARORAE GILBERT IS. (KIRIBATI)           ,-2.7,176.8,4
60775,BELTERRA                                ,-2.6,-55,176
60776,DJAMBALA                                ,-2.6,14.8,790
60777,M POUYA                                 ,-2.6,16.2,312
60778,KAVIENG M.O.                            ,-2.6,150.8,7
60779,KAVIENG_W.O.           PAPUA N          ,-2.6,150.8,4
60780,SAO LUIZ                                ,-2.5,-44.3,51
60781,BUKAVU VILLE                            ,-2.5,28.9,1623.5
60782,MWANZA              TANZ  MWAN          ,-2.5,32.9,1140
60783,"MAJENE, CELEBES        INDO(CE          ",-2.5,119,0
60784,SANTAREM                                ,-2.4,-54.7,72
60785,SANTAREM/TAPERINHA                      ,-2.4,-54.3,21.5
60786,GUAYAQUILL / SIMON BOLIVAR              ,-2.2,-79.8,4
60787,MILAGRO                                 ,-2.1,-79.6,13
60788,SANANA                                  ,-2.1,126,2
60789,MOMOTE_W.O.            PAPUA N          ,-2.1,147.4,5
60790,INONGO                                  ,-2,18.3,299
60791,KIGALI                                  ,-2,30.1,1497
60792,MOUILA                                  ,-1.9,11,89
60793,GAMBOMA                                 ,-1.9,15.9,377
60794,KETAPANG/RAHADI                         ,-1.9,110,9
60795,SARMI                                   ,-1.8,138.7,-999
60796,TURIACU BRAZIL N                        ,-1.7,-45.4,6
60797,GOMA                                    ,-1.7,29.2,1515
60798,FRANCEVILLE         GABO  FRAN          ,-1.6,13.6,426
60799,EL PUYO                                 ,-1.5,-78,950
60800,MOANDA                                  ,-1.5,13.3,573
60801,AMBATO - GRANJA                         ,-1.3,-78.6,2680
60802,NAIROBI/KABETE                          ,-1.3,36.8,1820
60803,NAIROBI AIRPORT                         ,-1.3,36.9,1624
60804,PICHILINGUE                             ,-1.1,-79.5,73
60805,RUMIPAMBA                               ,-1,-78.6,2628
60806,PALANGKA RAYA                           ,-1,114,-999
60807,SAN CRISTOBAL+++GALAPAGO                ,-0.9,-89.6,6
60808,NUEVO ROCAFUERTE                        ,-0.9,-75.4,215
60809,OCEAN ISLAND OCEAN IS. (BANABA          ,-0.9,169.5,24
60810,LASTOURSVILLE                           ,-0.8,12.7,485
60811,PORT GENTIL         GABO  PORT          ,-0.7,8.8,4
60812,LAMBARENE                               ,-0.7,10.2,26
60813,PALU/MUTIARA                            ,-0.7,119.7,6
60814,NAURU        1                          ,-0.6,166.9,6
60815,GARISSA KENYA/ BRIT. E. AFRICA          ,-0.5,39.6,128
60816,SINGKEP/DABO                            ,-0.5,104.6,31
60817,IZOBAMBA - SANTA CATALINA               ,-0.4,-78.6,3058
60818,KISMAYU             SOMA  KISM          ,-0.4,42.4,10
60819,NANGAPINOH             INDONES          ,-0.4,111.8,37
60820,S DOMINGO D LS COLORADOS ECUAD          ,-0.3,-79.2,557
60821,BOENDE              ZAIR  BOEN          ,-0.2,20.9,351
60822,QUITO / M. SUCRE                        ,-0.1,-78.5,2812
60823,S.GAB. DO CACHOEIRA/UAPES               ,-0.1,-67.1,87
60824,MAKOUA CONGO PEOPLES REP                ,0,15.7,346
60825,MBANDAKA                                ,0.1,18.3,331
60826,BUTEMBO                                 ,0.1,29.3,1730
60827,ENTEBBE AP UGANDA E. AFRICA             ,0.1,32.5,1146
60828,KAMPALA                                 ,0.3,32.6,1312
60829,SAO TOME SAO TOME AND PRINCIPE          ,0.4,6.7,11.5
60830,PUERTO ASIS                             ,0.5,-76.5,384
60831,LIBREVILLE          GABO  LIBR          ,0.5,9.4,10
60832,KISAMGANI                               ,0.5,25.2,396
60833,ELDORET                                 ,0.5,35.3,2120
60834,MAKOKOU                                 ,0.6,12.9,515
60835,IPIALES                                 ,0.8,-77.7,2960
60836,MITZIC                                  ,0.8,11.5,583
60837,TERNATE/BABULLAH                        ,0.8,127.4,23
60838,TANJUNGPINANG/KIJANG                    ,0.9,104.5,18
60839,COCOBEACH                               ,1,9.6,13
60840,MEKAMBO                                 ,1,13.9,501
60841,OSPINA PEREZ                            ,1.3,-77.5,1700
60842,BASOKO                                  ,1.3,23.6,385
60843,GUNUNG SITOLI/BINAKA                    ,1.3,97.6,6
60844,SINGAPORE/CHANGI AIRPORT                ,1.4,104,16
60845,TARAWA GILBERT IS. (KIRIBATI)           ,1.4,172.9,3
60846,IRUMU               ZAIR  IRUM          ,1.5,29.9,920
60847,BUNIA                                   ,1.5,30.2,1279.5
60848,KUCHING                                 ,1.5,110.3,26.5
60849,OUESSO                                  ,1.6,16.1,352
60850,IMPFONDO            CONG  IMPF          ,1.6,18.1,326
60851,PRINCIPE SAO TOME AND PRINCIPE          ,1.7,7.4,3
60852,PALOH                  INDONES          ,1.7,109.3,15
60853,TUMACO/EL MIRA                          ,1.7,-78.8,5.5
60854,WAJIR KENYA/ BRIT. E. AFRICA            ,1.8,40.1,244
60855,CHRISTMAS ISLAND LINE ISLANDS           ,2,-157.5,3
60856,SIPALIWINI SURINAM                      ,2,-56.1,300
60857,"MOGADISHCIO,SOMALIA                     ",2,45.4,9
60858,AMAPA APT BRAZIL N                      ,2.1,-50.9,10
60859,BITAM                                   ,2.1,11.5,599
60860,SOUANKE CONGO PEOPLES REP               ,2.1,14.05,547
60861,MOROTAI===INDONESIA (CON                ,2.1,128.3,15
60862,BUMBA                                   ,2.2,22.6,383
60863,LISALA                                  ,2.3,21.6,460
60864,MARSABIT                                ,2.3,37.9,1345
60865,MALACCA(WMKW)                           ,2.3,102.3,11
60866,SIBU MALAYSIA                S          ,2.3,111.8,7
60867,ISIRO                                   ,2.75,27.7,782
60868,"BOA VISTA,BRAZIL                        ",2.8,-60.7,74
60869,BUTA                                    ,2.8,24.8,430
60870,GULU                UGAN  GULU          ,2.8,32.3,1105
60871,EBOLOWA                                 ,2.9,11.2,603
60872,SANGMELIMA          CAME  SANG          ,2.9,12,713
60873,NEIVA                                   ,3,-75.3,443
60874,KRIBI                                   ,3,9.9,16
60875,WATSA                                   ,3.1,29.5,1030
60876,LODWAR        KENYA/ E. AFRICA          ,3.1,35.6,515
60877,LOMIE                                   ,3.2,13.6,624
60878,TAREMPA                                 ,3.2,106.3,3
60879,CALI/CALIPUERTO                         ,3.4,-76.4,964
60880,COEROENI SURINAM                        ,3.4,-57.4,150
60881,PALMIRA/AGRIC/EXP/F.                    ,3.5,-76.3,1006
60882,YOKADOUMA                               ,3.5,15.1,534
60883,MOYALE              KENY  MOYA          ,3.5,39.1,1113
60884,ESEKA                                   ,3.6,10.7,399
60885,LIBENGE                                 ,3.6,18.6,362
60886,TAHUNA                                  ,3.6,125.5,38
60887,BUENAVENTURA                            ,3.8,-77,18
60888,TAFELBERG SURINAM                       ,3.8,-56.1,344
60889,EDEA                                    ,3.8,10.1,31
60890,BELAWAN                                 ,3.8,98.7,3
60891,BUENAVENTURA-COLPUERTOS                 ,3.9,-77.1,-999
60892,ST GEORGES DE L'OYAPOCK FRENCH          ,3.9,-51.8,6
60893,YAOUNDE             CAME  YAOU          ,3.9,11.5,760
60894,DOUALA OBS.                             ,4,9.7,12
60895,DOUALA R. S.                            ,4,9.7,15
60896,ABONG-MBANG                             ,4,13.2,694
60897,MANDERA KENYA/BRIT. E. AFRICA           ,4,41.9,231
60898,VILLAVICENCIO/VANGUARDIA                ,4.2,-73.6,431
60899,BERBERATI           CENT  BERB          ,4.2,15.8,583
60900,MALE                                    ,4.2,73.5,2
60901,GIRARDOT                                ,4.3,-74.8,293
60902,NGAMBE                                  ,4.3,10.6,610
60903,"TAWAU,MALAYSIA (SABAH&SARAWAK)          ",4.3,117.9,20
60904,STOELMANSEILAND SURINAM                 ,4.4,-54.4,53
60905,BANGUI              CENT  BANG          ,4.4,18.6,381
60906,MIRI MALAYSIA                M          ,4.4,114,17
60907,BATOURI                                 ,4.45,14.4,655.5
60908,ARMENIA                                 ,4.5,-75.7,1216
60909,GAVIOTAS                                ,4.5,-70.7,-999
60910,INST GEOGRAF A CODAZZI COLOMBI          ,4.6,-74.1,2556
60911,BOGOTA/ OBS. MET. NACIONAL              ,4.6,-74.1,2556
60912,SANTA ELENA DE UAIREN VENEZUEL          ,4.6,-61.1,907
60913,BERTOUA             CAME  BERT          ,4.6,13.7,670
60914,IPOH MALAYSIA                I          ,4.6,101.1,39
60915,TABOU                                   ,4.65,-7.4,6
60916,BOGOTA/ELDORADO                         ,4.7,-74.2,2547
60917,BAFIA                                   ,4.7,11.3,501
60918,NANGA-EBOKO                             ,4.7,12.4,623
60919,BANGASSO            CENT  BANG          ,4.7,22.8,500
60920,CAYENNE ROCHAMBEAU FRENCH GUIA          ,4.8,-52.4,8.5
60921,SAN PEDRO                               ,4.8,-6.8,31
60922,JUBA                                    ,4.85,31.6,457
60923,TAKORADI            GHAN  TAKO          ,4.9,-1.8,9
60924,PORT HARCOURT       NIGI  PORT          ,4.9,7,18
60925,"BRUNEI ARPT, BRUNEI DARUSSALAM          ",4.9,114.9,15
60926,SASSANDRA           IVOR  SASS          ,5,-6.1,50
60927,CALABAR             NIGI  CALA          ,5,8.4,63
60928,NKONGSAMBA                              ,5,9.9,821
60929,ALINDAO                                 ,5,21.2,449
60930,GODE                                    ,5.1,44.6,320
60931,ABIDJAN VI          IVOR  ABID          ,5.3,-3.9,7
60932,ADIAKE                                  ,5.3,-3.3,40
60933,BOSSEMBELE                              ,5.3,17.6,674
60934,NEGHELLI                                ,5.3,39.8,1455
60935,LABUAN                                  ,5.3,115.3,30
60936,KUSAIE       1CAROLINE ISLANDS          ,5.3,163.1,2
60937,OBO                                     ,5.4,26.5,651
60938,ZANDERY AIRPORT SURINAM                 ,5.5,-55.2,16
60939,SAINT LAURENT DU MARONI FRENCH          ,5.5,-54,4
60940,WARRI               NIGI  WARR          ,5.5,5.7,6
60941,BANDA ACEH/BLANGBINTANG                 ,5.5,95.35,21
60942,MOENGO SURINAM                          ,5.6,-54.4,36
60943,ACCRA                                   ,5.6,-0.2,65
60944,YOKO                CAME  YOKO          ,5.6,12.4,1031
60945,BETARE-OYA                              ,5.6,14.1,804
60946,KOUNDJA                                 ,5.65,10.8,1213.5
60947,MAMFE                                   ,5.7,9.3,128
60948,PARAMARIBO                              ,5.8,-55.2,2
60949,BAMBARI             CENT  BAMB          ,5.8,20.7,448
60950,ESTEBAN JARAMILLO                       ,5.9,-75.7,1450
60951,PARAMARIBO SURINAM                      ,5.9,-55.2,2
60952,SABANG                                  ,5.9,95.3,126
60953,BOUAR                                   ,5.95,15.6,1020
60954,NICKERIE AIRPORT SURINAM                ,6,-57,3.5
60955,BAMENDA                CAMEROO          ,6,10.1,1609
60956,"GALLE,SRI LANKA                         ",6,80.2,13
60957,KOTA KINABALU                           ,6,116.1,5
60958,GAGNOA              IVOR  GAGN          ,6.1,-6,214
60959,HAMBANTOTA                              ,6.1,81.1,20
60960,REJAH BUAYAN  18Z DLAD                  ,6.1,125.2,15
60961,MEDELLIN                                ,6.2,-75.6,1508
60962,LOME                TOGO  LOME          ,6.2,1.3,21
60963,HARBEL              LIBE  HARB          ,6.4,-10.4,30
60964,COTONOU             BENI  COTO          ,6.4,2.4,6
60965,ENUGU               NIGI  ENUG          ,6.5,7.6,137
60966,TIBATI                                  ,6.5,12.6,874
60967,MEIGANGA                                ,6.5,14.4,1027
60968,BOSSANGOA           CENT  BOSS          ,6.5,17.4,465
60969,BOUCA CENTRAL AFRICAN REP               ,6.5,18.3,458
60970,BRIA                                    ,6.5,22,584
60971,YALINGA                                 ,6.5,23.3,602
60972,LAGOS/IKEJA                             ,6.55,3.35,38
60973,TABLIGBO                                ,6.6,1.5,52
60974,DIMBROKO            IVOR  DIMB          ,6.7,-4.7,110
60975,KUMASI              GHAN  KUMA          ,6.7,-1.6,293
60976,BANYO               CAME  BANY          ,6.8,11.8,1110
60977,"DIYATALAWA, SRI                         ",6.8,81,1248
60978,DALOA               IVOR  DALO          ,6.9,-6.5,276
60979,YAMCUSSOUKRO                            ,6.9,-5.4,-999
60980,GALCAIA             SOMA  GALC          ,6.9,47.3,302
60981,COLOMBO                                 ,6.9,79.9,6
60982,ZAMBOANGA                               ,6.9,122.1,6
60983,BARRANCABERMEJA                         ,7,-73.8,134
60984,KOUMA-KONDA                             ,7,0.6,641
60985,GOBA                                    ,7,40,270
60986,NUWARA ELIYA                            ,7,80.8,1880
60987,"PONAPE, CAROLINE ISLANDS                ",7,158.2,41.5
60988,BUCARAMANGA/PALONEGRO                   ,7.1,-73.2,1190
60989,BUCARAMANGA                             ,7.1,-73.2,939
60990,"ARAUCA/SANTIAGO PEREZ,COLOMBIA          ",7.1,-70.7,128
60991,ONDO                                    ,7.1,4.8,287
60992,"AWASSA,ETHIOPIA                         ",7.1,38.5,1652
60993,BOHICON                                 ,7.2,2.1,167
60994,SONGKHLA                                ,7.2,100.6,10
60995,"KANDY,SRI LANKA                         ",7.3,80.6,477
60996,KOROR CAROLINE ISLANDS                  ,7.3,134.5,31
60997,MAN                 IVOR  MAN           ,7.4,-7.5,340
60998,NGAOURENDE          CAME  NGAO          ,7.4,13.6,1104
60999,BONTHE                                  ,7.5,-12.5,8
61000,TRUK CAROLINE ISLANDS        T          ,7.5,151.9,2
61001,BLONAY                                  ,7.6,-72.6,1235
61002,ATAKPAME            TOGO  ATAK          ,7.6,1.1,402
61003,N ZEREKORE GUINEA AFRICA                ,7.7,-8.8,470
61004,BOUAKE                                  ,7.7,-5.05,376
61005,MAKURDI             NIGI  MAKU          ,7.7,8.6,97
61006,WAU                                     ,7.7,28,438
61007,JIMMA                                   ,7.7,36.8,1677
61008,"BATTICALOA,SQI                          ",7.7,81.7,3
61009,CUCUTA/CAMILO DAZA                      ,7.9,-72.55,313
61010,SAN ANTONIO DEL TACHIRA VENEZU          ,7.9,-72.5,391
61010,SAN ANTONIO DEL TACHIRA VENEZU          ,7.9,-72.5,391
61011,SAN FERNANDO DE APURE VENEZUEL          ,7.9,-67.4,60
61012,BO                                      ,8,-11.8,93
61013,DARU                                    ,8,-10.9,186
61014,SAVE                BENI  SAVE          ,8,2.4,200
61015,"PUTTALAM,SRILANKA                       ",8,79.8,2
61016,TURBO                                   ,8.1,-76.7,5
61017,NJALA                                   ,8.1,-12.1,56
61018,BONDOUKOU           IVOR  BOND          ,8.1,-2.8,371
61019,GORE                ETHI  GORE          ,8.3,35.6,1970
61020,MINICOY LACCADIVE ISLANDS               ,8.3,73,1.5
61021,YELE                                    ,8.4,-11.8,68
61022,NDELE               CENT  NDEL          ,8.4,20.7,510
61023,HINATUAN                                ,8.4,126.3,3
61024,MACENTA GUINEA AFRICA                   ,8.5,-9.5,544
61025,ILORIN              NIGI  ILOR          ,8.5,4.6,305
61026,POLI                                    ,8.5,13.3,437
61027,TRIVANDRUM                              ,8.5,77,64
61028,CAGAYAN DE ORO                          ,8.5,124.6,6
61029,LUNGI                                   ,8.55,-13.2,27
61030,ALTO LINO                               ,8.6,-82.5,4050
61031,EL VIGIA                   VN           ,8.6,-71.7,103
61032,MERIDA                                  ,8.6,-71.2,1488.5
61033,BARINAS                                 ,8.6,-70.2,204
61034,MOUNDOU             CHAD  MOUN          ,8.6,16.1,422
61035,TRINCOMALEE                             ,8.6,81.25,7
61036,HARAR  MEDA                             ,8.7,39,1876
61037,CALABOZO                                ,8.9,-67.4,101
61038,TCHAOUROU DAHOMEY REP                   ,8.9,2.6,325
61039,SOKODE              TOGO  SOKO          ,9,1.1,403
61040,ADDIS ABABA         ETHI  ADDI          ,9,38.7,2360
61041,AWASH                                   ,9,40.2,1067
61042,"MANNAR,SRI LANKA                        ",9,79.9,3
61043,MADDEN DAM                              ,9.2,-79.6,86
61044,VALLE DE LA PASCUA&        VN           ,9.2,-66,125
61045,KISSIDOUGOU         GUIN  KISS          ,9.2,-10.1,525
61046,YOLA                NIGI  YOLA          ,9.2,12.5,174
61047,FORT-ARCHAMBAULT                        ,9.2,18.4,365
61048,CA MAU                                  ,9.2,105.2,3
61049,COROZAL                                 ,9.3,-75.3,171
61050,GAROUA              CAME  GARO          ,9.3,13.4,244
61051,JIGGIGA                                 ,9.3,42.7,1644
61052,PAMBAN                                  ,9.3,79.3,11
61053,CRISTOBAL                               ,9.4,-79.9,7
61054,CARRIZAL                                ,9.4,-66.9,161
61055,KORHOGO             IVOR  KORH          ,9.4,-5.6,382
61056,TAMALE                                  ,9.4,-0.9,186
61057,PARAKOU             BENI  PARA          ,9.4,2.6,393
61058,PALA                CHAD  PALA          ,9.4,14.9,455
61059,ODIENNE             IVOR  ODIE          ,9.5,-7.6,434
61060,YAP CAROLINE ISLANDS        YA          ,9.5,138.1,15
61061,MALAKAL                                 ,9.55,31.7,388
61062,CONAKRY             GUIN  CONA          ,9.6,-13.6,26
61063,KABALA                                  ,9.6,-11.6,464
61064,FERKESSEDOUGOU      IVOR  FERK          ,9.6,-5.2,325
61065,KARA                                    ,9.6,1.2,340
61066,MINNA               NIGI  MINN          ,9.6,6.5,260
61067,DIRE DAWA                               ,9.6,41.9,1162
61068,TAGBILARAN                              ,9.6,123.9,6
61069,"JAFFNA,SRI                              ",9.7,80,4
61070,NIAMTOUGOU                              ,9.8,1.1,343
61071,PUERTO PRINCESA                         ,9.8,118.7,16
61072,SURIGAO                                 ,9.8,125.5,21
61073,SAN JUAN DE LOS MORROS                  ,9.9,-67.3,429
61074,JOS                 NIGI  JOS           ,9.9,8.9,1285
61075,ALAJUELA/CENTRO                         ,10,-84.2,952
61076,EL COCO(JUAN SANTAMARIA) COSTA          ,10,-84.2,935.5
61077,SAN JOSE/CENTRAL OFFICE                 ,10,-84.1,1141
61078,FARANAH/BADALA                          ,10,-10.8,459
61079,FORT COCHIN                             ,10,76.25,3
61080,VICTORIA POINT                          ,10,98.6,47
61081,"FALALOP IS., ULITHI CAROLINE I          ",10,139.8,2
61082,BARCELONA                               ,10.1,-64.7,7
61083,KINDIA              GUIN  KIND          ,10.1,-12.9,459
61084,KAELE                                   ,10.1,14.5,386
61085,VALENCIA                                ,10.2,-67.9,431
61086,KODAIKANAL  S06=03Z                     ,10.2,77.5,2343
61087,"PALMICHAL,ESTADO           VN           ",10.3,-68.2,1000
61088,GAOUA          FR 450047 670            ,10.3,-3.2,335
61089,NATITINGUE          BENI  NATI          ,10.3,1.4,461
61090,BIRAO               CENT  BIRA          ,10.3,22.8,465
61091,CEBU PHILIPPINES             C          ,10.3,123.9,35
61092,MACTAN                                  ,10.3,124,9
61093,MAMOU               GUIN  MAMO          ,10.4,-12.1,785
61094,KANKAN              GUIN  KANK          ,10.4,-9.3,384
61095,MANGO               TOGO  MANG          ,10.4,0.5,146
61096,DEBRE MARCOS                            ,10.4,37.7,2480
61097,CARTAGENA/CRESPO                        ,10.5,-75.5,2
61098,LA CANADA (MARACAIBO)                   ,10.5,-71.7,26
61099,CARACAS/OBS. CAGIGAL                    ,10.5,-66.95,1042
61100,CARACAS/LA CARLOTA                      ,10.5,-66.9,865
61101,CARACAS OBSERV CAJIGAL VENEZUE          ,10.5,-66.9,1035
61102,MAROUA-SALAK                            ,10.5,14.3,422
61103,BOUSSO              CHAD  BOUS          ,10.5,16.7,336
61104,CHUMPHON                                ,10.5,99.3,3
61105,GUIRIA                                  ,10.6,-62.3,8
61106,KAMPOT                                  ,10.6,104.2,5
61107,ST CLAIR EXP STN TRI                    ,10.7,-61.5,20
61108,ILOILO                                  ,10.7,122.55,14
61109,SAIGON/TANSONNHUT                       ,10.75,106.7,19
61110,BARRANQUILLA/SOLEDAD                    ,10.9,-74.8,21
61111,PORLAMAR (AP INTL DEL CARIBE)           ,10.9,-64,19
61112,BOKE                GUIN  BOKE          ,10.9,-14.3,69
61113,PHANTHIET                               ,10.9,108.1,8
61114,AM TIMAN            CHAD  AM T          ,11,20.3,436
61115,SANTA MARIA/SIMON BOLIVAR               ,11.1,-74.2,4
61116,KANDI               BENI  KAND          ,11.1,2.9,292
61117,COMBOLCHA/DESSIE                        ,11.1,39.85,1909.5
61118,AMINI                                   ,11.1,72.75,4
61119,"CROWN POINT AP, TOBAGO                  ",11.2,-60.8,15
61120,BOBO/DIOULASSO FR 450050 670            ,11.2,-4.3,467
61121,PO                                      ,11.2,-1.2,322
61122,LABE AERO           GUIN  LABE          ,11.3,-12.3,1026
61123,BOSASO                                  ,11.3,49.2,2
61124,KOZHIKODE                               ,11.3,75.8,5
61125,TACLOBAN                                ,11.3,125,21
61126,CORO VENEZUELA               C          ,11.4,-69.7,18.5
61126,CORO VENEZUELA               C          ,11.4,-69.7,18.5
61127,SIGUIRI             GUIN  SIGU          ,11.4,-9.2,366
61128,BOUGOUNI            MALI  BOUG          ,11.4,-7.5,351
61129,SIKASSO             MALI  SIKA          ,11.4,-5.7,375
61130,BOLAMA              GUIN  BOLA          ,11.6,-15.5,20
61131,BAHAR DAR                               ,11.6,37.4,1805
61132,DJIBOUTI                                ,11.6,43.2,13
61133,PHNOM-PENH/POCHENTONG                   ,11.6,104.9,10
61134,BOROMO         FR 450048 670            ,11.7,-2.9,271
61135,PORT BLAIR ANDAMAN ISLANDS              ,11.7,92.7,76
61136,LA ORCHILA                              ,11.8,-66.2,3
61137,DAMAZINE                                ,11.8,34.4,470
61138,PRACHUAP KHIRIKHAN                      ,11.8,99.8,5
61139,CATBALOGAN                              ,11.8,124.9,5
61140,BISSAU              GUIN  BISS          ,11.9,-15.7,40
61141,GAYA                                    ,11.9,3.5,203
61142,MAIDUGURI           NIGI  MAID          ,11.9,13.1,354
61143,BLUEFIELDS                              ,12,-83.7,12
61144,KOMPONG CHAM (VDKC)                     ,12,105.5,16
61145,KANO                                    ,12.05,8.5,476
61146,SADA NGOURMA   FR 450055 670            ,12.1,0.4,309
61147,FORT LAMY           CHAD  FORT          ,12.1,15,295
61148,NYALA                                   ,12.1,24.9,674
61149,EL RECREO                               ,12.2,-83.4,-999
61150,"DR A PLESMAN AP, CURACAO NETHE          ",12.2,-69,4
61151,MONGO                                   ,12.2,18.75,428
61152,NHATRANG                                ,12.3,109.2,10
61153,CAP-SKIRBING                            ,12.4,-16.9,-999
61154,KOUTIALA            MALI  KOUT          ,12.4,-5.5,367
61155,OUAGADOUGOU    FR 450060 670            ,12.4,-1.5,306
61156,BOKORO              CHAD  BOKO          ,12.4,17.1,301
61157,MERGUI                                  ,12.45,98.6,37
61158,DEDOUGOU                                ,12.5,-3.5,300
61159,CATARMAN                                ,12.5,124.6,6
61160,BAMAKO/SENOU                            ,12.55,-8,356.5
61161,GONDAR                                  ,12.55,37.45,2037
61162,CHINANDEGA                              ,12.6,-87.1,41
61163,ZIGUINCHOR                              ,12.6,-16.3,23
61164,KEDOU               SENE  KEDO          ,12.6,-12.2,167
61165,CHANTHABURI                             ,12.6,102.1,5
61166,ROMBLON                                 ,12.6,122.3,47
61167,EN NAHUD            SUDA  EN N          ,12.7,28.4,564
61168,ABU NAAMA                               ,12.7,34.1,445
61169,BANMETHUOT                              ,12.7,108.1,537
61170,ADEN/KHORMAKSAR/UK ARABIA               ,12.8,45.05,3
61171,KENIEBA                                 ,12.85,-11.3,132
61172,SEBACO                                  ,12.9,-86.1,-999
61173,KOLDA                                   ,12.9,-14.95,22
61174,MANGALORE                               ,12.9,74.9,22
61175,SOKOTO              NIGI  SOKO          ,13,5.3,287
61176,MAGARIA                                 ,13,8.9,403
61177,BANGALORE                               ,13,77.6,921
61178,MADRAS/MINAMBAKKAM                      ,13.05,80.25,16
61179,"CODRINGTON MET., BAR                    ",13.1,-59.6,58
61180,KITA                MALI  KITA          ,13.1,-9.5,329
61181,ASSAB                                   ,13.1,42.7,14
61182,LEGASPI                                 ,13.15,123.75,19
61183,MAINE-SOROA                             ,13.2,12,339
61184,ATI                 CHAD  ATI           ,13.2,18.3,334
61185,EL OBEID            SUDA  EL O          ,13.2,30.2,574
61186,KOSTI                                   ,13.2,32.7,381
61187,SAN                 MALI  SAN           ,13.3,-4.8,284
61188,BATHURST            GAMB  BATH          ,13.4,-16.7,26
61189,SEGOU               MALI  SEGO          ,13.4,-6.2,289
61190,BOL                 CHAD  BOL           ,13.4,14.7,292
61191,SIEMREAP                                ,13.4,103.9,15
61192,CALAPAN                                 ,13.4,121.2,40
61193,NIAMEY-AERO                             ,13.5,2.15,234
61194,MARADI              NIGE  MARA          ,13.5,7.1,369
61195,GENEINA             SUDA  GENE          ,13.5,22.5,805
61196,MAKALE                                  ,13.5,39.5,2212
61197,STUNG TRENG                             ,13.5,106,54
61198,"GUAM, AGANA MARIANA ISLANDS             ",13.55,144.8,80
61199,ACAJUTLA                                ,13.6,-89.8,10
61200,OUAHIGOUYA     FR 450065 670            ,13.6,-2.4,324
61201,EL FASHER                               ,13.6,25.35,730
61202,GUAM MARIANA IS./TAGUAC PAC I           ,13.6,144.8,110.5
61203,ANDERSON     1        MARIANAS          ,13.6,144.9,193
61204,ARANYAPRATHET                           ,13.7,102.6,44
61205,BANGKOK                                 ,13.75,100.5,12
61206,TAMBACOUNDA         SENE  TAMB          ,13.8,-13.7,50
61207,BIRNI-N KONNI                           ,13.8,5.3,274
61208,ZINDER              NIGE  ZIND          ,13.8,9,453
61209,QUY NHON                                ,13.8,109.2,6
61210,ABECHE                                  ,13.85,20.85,549
61211,LOS ANDES                               ,13.9,-89.7,1700
61212,PUERTO CABEZAS                          ,14,-83.4,13
61213,DORI           FR 450070 670            ,14,0.1,277
61214,ED DUEIM                                ,14,32.3,378
61215,GEDAREF                                 ,14,35.4,599
61216,TAYABAS                                 ,14,121.6,158
61217,TEGUCIGALPA/TONCONTIN AP HONDU          ,14.1,-87.2,1007
61218,KAOLACK                                 ,14.1,-16.1,7
61219,MAO                 CHAD  MAO           ,14.1,15.3,356
61220,DAET                                    ,14.1,123,4
61221,TILLABERY                               ,14.2,1.5,210
61222,NGUIGMI             NIGE  NGUI          ,14.3,13.1,286
61223,KAYES               MALI  KAYE          ,14.4,-11.4,47
61224,WAD MEDANI                              ,14.4,33.5,408
61225,MOPTI                                   ,14.5,-4.15,272
61226,GUATEMALA CITY                          ,14.55,-90.55,1499
61227,LAMENTIN/MARTINIQUE/FT DE FR.           ,14.6,-61.1,144
61228,SCIENCE GARDEN                          ,14.6,121,46
61229,MANILA/LUZON                            ,14.6,121,16
61230,DAKAR               SENE  DAKA          ,14.7,-17.5,24
61231,(ODRY) RIYAN/ADEN PROTEC                ,14.7,49.4,23
61232,DIOURBEL                                ,14.75,-16.25,9
61233,SANTA ROSA DE COPAN                     ,14.8,-88.8,1080
61234,THIES               SENE  THIE          ,14.8,-17,76
61235,TAPACHULA                               ,14.9,-92.3,168
61236,TAPACHULA                               ,14.9,-92.3,168
61237,LABOR OVALLE                            ,14.9,-91.5,2376
61238,CATACAMAS                               ,14.9,-85.9,442
61239,PRAIA                                   ,14.9,-23.5,35
61240,TAHOUA              NIGE  TAHO          ,14.9,5.3,387
61241,LA FRAGUA                               ,15,-89.5,425
61242,NAKHON RATCHASIMA                       ,15,102.1,181
61243,PAKSE                                   ,15.1,105.8,93
61244,SAIPAN       1        MARIANAS          ,15.1,145.7,3
61245,NIORO               MALI  NIOR          ,15.2,-9.4,237
61246,NARA                MALI  NARA          ,15.2,-7.3,265
61247,HUENUETENANGO                           ,15.3,-91.5,1901
61248,COBAN                                   ,15.3,-90.3,1316
61249,HOMBORI             MALI  HOMB          ,15.3,-1.7,288
61250,HALFA EL GEDIDA                         ,15.3,35.6,451
61251,LINGUERE            SENE  LING          ,15.4,-15.1,21
61252,LA MESA/SAN PEDRO SULA HONDURA          ,15.5,-87.9,50.5
61253,KASSALA                                 ,15.5,36.4,500
61254,GOA/PANJIM                              ,15.5,73.8,57
61255,CABANANATUAN                            ,15.5,121,32
61256,CHIMAX BEI COBAN                        ,15.6,-90.4,-999
61257,MATAM               SENE  MATA          ,15.6,-13.3,17
61258,KHARTOUM                                ,15.6,32.6,380
