station_id,station_name,latitude,longitude,elevation_m,country,,,
16856,MOMBASA                                 ,-4.07,39.67,15,Kenya                                   ,            ,                    ,            
16895,MANIHIKI ISLAND                         ,-10.43,-161.02,2,Kiribati                                ,            ,                    ,            
17086,CHI-MUL-PO                              ,37.48,126.62,-999,"Korea, South                            ",            ,                    ,            
17243,ATTOPEAU                                ,14.88,104.48,105,Laos                                    ,            ,                    ,            
17253,SAVANNAKHET                             ,16.53,102.37,-999,Laos                                    ,            ,                    ,            
17264,VIENTIANE                               ,17.93,100.17,284,Laos                                    ,            ,                    ,            
17276,XIENG-KHOUANG                           ,19.38,101.12,2000,Laos                                    ,            ,                    ,            
17280,LUANG-PRABANG                           ,19.88,99.78,250,Laos                                    ,            ,                    ,            
17332,DAMAS                                   ,33.52,36.27,722,Lebanon                                 ,            ,                    ,            
17333,BEYROUTH/BEIRUT                         ,33.8,35.5,24,Lebanon                                 ,            ,                    ,            
17336,KSARA                                   ,33.8,35.92,920,Lebanon                                 ,            ,                    ,            
17340,BEYROUTH/BEIRUT                         ,33.85,35.57,91,Lebanon                                 ,            ,                    ,            
17343,BEIRUT                                  ,33.9,35.47,34,Lebanon                                 ,            ,                    ,            
17345,TRIPOLI                                 ,34.43,35.85,1,Lebanon                                 ,            ,                    ,            
17347,PALMYRE                                 ,34.55,38.28,420,Lebanon                                 ,            ,                    ,            
17348,KATTINE-BARRAGE                         ,34.58,36.58,500,Lebanon                                 ,            ,                    ,            
17349,DEIR-EZ-ZOR                             ,35.33,40.15,213,Lebanon                                 ,            ,                    ,            
17350,ALEP (MEIDAN)                           ,36.2,37.17,380,Lebanon                                 ,            ,                    ,            
17351,HASSETCHE                               ,36.5,40.75,220,Lebanon                                 ,            ,                    ,            
17353,MASERU                                  ,-29.82,27.48,1575,Lesotho                                 ,            ,                    ,            
17361,MONROVIA                                ,-999,-999,-999,Liberia                                 ,            ,                    ,            
17390,GADAMES                                 ,32.13,9.5,360,Libya                                   ,            ,                    ,            
17464,BETROKA                                 ,-23.18,46.03,795,Madagascar                              ,            ,                    ,            
17465,FARAFANGANA                             ,-22.88,45.6,10,Madagascar                              ,            ,                    ,            
17468,IHOSY                                   ,-22.25,43.92,868,Madagascar                              ,            ,                    ,            
17471,FIANARANTSOA                            ,-21.45,44.78,1146,Madagascar                              ,            ,                    ,            
17488,ANTALAHA                                ,-14.83,50.23,5,Madagascar                              ,            ,                    ,            
17489,ANALALAVA                               ,-14.65,45.58,10,Madagascar                              ,            ,                    ,            
17538,SEREMBAN                                ,2.72,101.93,64,Malaysia                                ,            ,                    ,            
17539,PORT SWETTENHAM                         ,3,101.42,4,Malaysia                                ,            ,                    ,            
17545,BUKIT JERAM                             ,3.25,101.3,60,Malaysia                                ,            ,                    ,            
17546,TEMERLOH                                ,3.45,102.43,50,Malaysia                                ,            ,                    ,            
17548,KUALA PAHANG                            ,3.53,103.47,3,Malaysia                                ,            ,                    ,            
17550,FRASER'S HILL                           ,3.72,101.73,1301,Malaysia                                ,            ,                    ,            
17551,"RAUB, PAHANG                            ",3.78,101.85,158,Malaysia                                ,            ,                    ,            
17553,KUALA LIPIS                             ,4.18,102.05,-999,Malaysia                                ,            ,                    ,            
17560,"TAIPING, PERAK                          ",4.87,100.73,18,Malaysia                                ,            ,                    ,            
17564,PROVINCE WELLESLEY                      ,5.37,100.5,13,Malaysia                                ,            ,                    ,            
17565,PENANG                                  ,5.4,100.33,6,Malaysia                                ,            ,                    ,            
17568,KROH                                    ,5.72,101,-999,Malaysia                                ,            ,                    ,            
17577,TAMBUNAN                                ,-999,-999,-999,Malaysia                                ,            ,                    ,            
17578,LAHAD DATU                              ,-999,-999,-999,Malaysia                                ,            ,                    ,            
17579,TAWAO                                   ,-999,-999,-999,Malaysia                                ,            ,                    ,            
17580,BEAUFORT                                ,-999,-999,-999,Malaysia                                ,            ,                    ,            
17581,TENOM                                   ,-999,-999,-999,Malaysia                                ,            ,                    ,            
17582,JESSELTON                               ,-999,-999,-999,Malaysia                                ,            ,                    ,            
17583,KANINGOW                                ,-999,-999,-999,Malaysia                                ,            ,                    ,            
17584,MEMPAKUL                                ,-999,-999,-999,Malaysia                                ,            ,                    ,            
17585,PAPER                                   ,-999,-999,-999,Malaysia                                ,            ,                    ,            
17626,VALLETTA                                ,35.88,14.5,56,Malta                                   ,            ,                    ,            
17627,UNIVERSITY                              ,35.88,14.5,56,Malta                                   ,            ,                    ,            
17628,A.M.D.                                  ,35.9,14.52,34,Malta                                   ,            ,                    ,            
17630,ST. IGNATIUS COLLEGE                    ,35.92,14.48,-999,Malta                                   ,            ,                    ,            
17633,                                        ,-999,-999,-999,Malta                                   ,            ,                    ,            
17637,JALUIT                                  ,5.92,169.63,6,Marshall Islands                        ,            ,                    ,            
17665,FORT-DE-FRAN                            ,14.6,-63.43,4,Martinique [France]                     ,            ,                    ,            
17669,FORT-DE-FRAN                            ,-999,-999,-999,Martinique [France]                     ,            ,                    ,            
17699,OBSERVATORY                             ,-999,-999,-999,Mauritius                               ,            ,                    ,            
17700,PAMANZI                                 ,-999,-999,-999,Mayotte [France]                        ,            ,                    ,            
18293,GROVE BOTANI                            ,16.7,-62.2,40,Montserrat [United Kingdom]             ,            ,                    ,            
18317,SAFI                                    ,32.3,-9.22,40,Morocco                                 ,            ,                    ,            
18324,SETTAT                                  ,33,-7.62,375,Morocco                                 ,            ,                    ,            
18325,MAZAGAN                                 ,33.25,-8.4,55,Morocco                                 ,            ,                    ,            
18332,CASABLANCA                              ,33.62,-7.58,17,Morocco                                 ,            ,                    ,            
18335,RABAT                                   ,34,-6.83,65,Morocco                                 ,            ,                    ,            
18352,TETUAN                                  ,35.58,-6.83,-999,Morocco                                 ,            ,                    ,            
18371,MAMBONE                                 ,-20.97,35,-999,Mozambique                              ,            ,                    ,            
18373,VILA MACHADO                            ,-19.27,34.2,71,Mozambique                              ,            ,                    ,            
18377,INHAMINGA                               ,-18.4,35.02,300,Mozambique                              ,            ,                    ,            
18414,WALFISCH BAY                            ,-22.94,14.44,-999,Namibia                                 ,            ,                    ,            
18449,RUNDU                                   ,-999,-999,-999,Namibia                                 ,            ,                    ,            
18700,CALABAR                                 ,4.97,8.32,12,Nigeria                                 ,            ,                    ,            
18763,SAIPAN                                  ,15.23,145.77,206,Northern Mariana Islands [United States],            ,                    ,            
19203,MUSCAT                                  ,23.58,58.27,6,Oman                                    ,            ,                    ,            
19316,MONTGOMERY                              ,-999,-999,-999,Pakistan                                ,            ,                    ,            
19367,CRISTOBAL                               ,9.37,-82.25,50,Panama                                  ,            ,                    ,            
19372,GAMBOA                                  ,-999,-999,-999,Panama                                  ,            ,                    ,            
19373,GATUN                                   ,-999,-999,-999,Panama                                  ,            ,                    ,            
19374,BALBOA HEIGH                            ,-999,-999,-999,Panama                                  ,            ,                    ,            
19383,PORT MORESBY                            ,-9.48,147.15,38,Papua New Guinea                        ,            ,                    ,            
19429,RABAUL                                  ,-999,-999,-999,Papua New Guinea                        ,            ,                    ,            
19485,MOQUEGUA                                ,-17.18,-70.93,1367,Peru                                    ,            ,                    ,            
19486,VITOR                                   ,-16.45,-71.8,1552,Peru                                    ,            ,                    ,            
19487,AREQUIPA                                ,-16.4,-71.52,2330,Peru                                    ,            ,                    ,            
19494,CHUQUIBAMBIL                            ,-14.78,-70.72,3190,Peru                                    ,            ,                    ,            
19498,CUZCO                                   ,-13.52,-71.95,3365,Peru                                    ,            ,                    ,            
19499,YUCAY                                   ,-13.3,-72.2,2815,Peru                                    ,            ,                    ,            
19503,CANETE                                  ,-13.12,-76.2,112,Peru                                    ,            ,                    ,            
19508,LA MOLINA                               ,-12.08,-76.95,251,Peru                                    ,            ,                    ,            
19509,LIMA                                    ,-12.07,-79.35,159,Peru                                    ,            ,                    ,            
19510,LA PUNTA (NA                            ,-12.07,-77.17,13,Peru                                    ,            ,                    ,            
19512,LIMA                                    ,-12.03,-77.03,137,Peru                                    ,            ,                    ,            
19513,HUANCAYO                                ,-12.03,-75.33,3250,Peru                                    ,            ,                    ,            
19517,JAUJA                                   ,-11.73,-75.45,4405,Peru                                    ,            ,                    ,            
19518,LA OROYA                                ,-11.52,-75.93,3712,Peru                                    ,            ,                    ,            
19520,LOMAS DE LAC                            ,-11.32,-77.37,250,Peru                                    ,            ,                    ,            
19522,CERRO DE PAS                            ,-10.92,-75.67,4400,Peru                                    ,            ,                    ,            
19530,TINGO MARIA                             ,-9.15,-75.88,670,Peru                                    ,            ,                    ,            
19534,CARTAVIO                                ,-7.9,-79.2,51,Peru                                    ,            ,                    ,            
19535,PUERTO CHICA                            ,-7.68,-79.43,4,Peru                                    ,            ,                    ,            
19536,CASA GRANDE                             ,-7.68,-79.18,158,Peru                                    ,            ,                    ,            
19537,GUADALOUPE                              ,-7.25,-79.48,100,Peru                                    ,            ,                    ,            
19540,CAYALTI                                 ,-7.07,-79.57,150,Peru                                    ,            ,                    ,            
19541,LAMBAYEQUE                              ,-6.9,-79.9,16,Peru                                    ,            ,                    ,            
19552,LOBITOS                                 ,-4.45,-81.15,20,Peru                                    ,            ,                    ,            
19557,LIMA                                    ,-999,-999,-999,Peru                                    ,            ,                    ,            
19594,CALBAYOG                                ,12.07,124.6,4,Philippines                             ,            ,                    ,            
19608,ATIMONAN                                ,14,121.92,7,Philippines                             ,            ,                    ,            
19613,BATAGAS                                 ,14.12,121.02,10,Philippines                             ,            ,                    ,            
19629,SAN ISIDRO                              ,15.37,120.97,20,Philippines                             ,            ,                    ,            
19636,BAGUIO                                  ,16.58,120.72,1512,Philippines                             ,            ,                    ,            
19638,TUGUEGARAO                              ,17.58,121.65,23,Philippines                             ,            ,                    ,            
19642,LAOAG                                   ,18.2,120.58,10,Philippines                             ,            ,                    ,            
19814,FAJA DE CIMA                            ,37.77,-25.65,-999,Portugal                                ,            ,                    ,            
19815,SANTANA                                 ,37.82,-25.55,-999,Portugal                                ,            ,                    ,            
19824,ANGRA DO HEROISMO                       ,38.65,-27.23,48,Portugal                                ,            ,                    ,            
19839,SANTA CRUZ                              ,39.44,-31.12,-999,Portugal                                ,            ,                    ,            
19857,HORTA                                   ,-999,-999,-999,Portugal                                ,            ,                    ,            
19961,SAINT PIERRE                            ,-999,-999,-999,Reunion and Associated Islands [France] ,            ,                    ,            
19962,HELL-BOURG                              ,-999,-999,-999,Reunion and Associated Islands [France] ,            ,                    ,            
22277,JAMESTOWN                               ,5.72,15.92,12,Saint Helena [United Kingdom]           ,            ,                    ,            
22358,DAKAR                                   ,14.67,-17.45,-999,Senegal                                 ,            ,                    ,            
22367,ZINGUINCHOR                             ,-999,-999,-999,Senegal                                 ,            ,                    ,            
22398,MAHE                                    ,-37.25,27.43,5,Seychelles                              ,            ,                    ,            
22415,DARU                                    ,-999,-999,-999,Sierra Leone                            ,            ,                    ,            
22419,KALLANG AERODROME                       ,2.02,103.32,-999,Singapore                               ,            ,                    ,            
22533,BRAVA                                   ,1.11,44.03,6,Somalia                                 ,            ,                    ,            
22536,BALAD                                   ,2.36,45.39,95,Somalia                                 ,            ,                    ,            
22537,VILLABRUZZI                             ,2.77,45.51,108,Somalia                                 ,            ,                    ,            
22539,LUGH FERRANDI                           ,3.75,42.58,193,Somalia                                 ,            ,                    ,            
22540,ODDUR                                   ,4.12,43.75,497,Somalia                                 ,            ,                    ,            
22543,BELET UEN                               ,4.73,45.2,172,Somalia                                 ,            ,                    ,            
22545,OBBIA                                   ,5.35,48.53,12,Somalia                                 ,            ,                    ,            
22959,NEWERA ELIYA (A.M.D.)                   ,6.8,80.8,1890,Sri Lanka                               ,            ,                    ,            
22973,MINICOY                                 ,8.3,73.13,2,Sri Lanka                               ,            ,                    ,            
22986,AGRICULTURE                             ,13.15,-61.23,24,"St. Lucia, St. Vincent, and the Grenadines",            ,                    ,            
22987,KINGSTOWN                               ,13.15,-61.23,24,"St. Lucia, St. Vincent, and the Grenadines",            ,                    ,            
22991,STATION REUN                            ,13.78,-61.05,152,"St. Lucia, St. Vincent, and the Grenadines",            ,                    ,            
22992,MORNE FORTUN                            ,14,-61,227,"St. Lucia, St. Vincent, and the Grenadines",            ,                    ,            
22993,STATION CAST                            ,14.01,-61,3,"St. Lucia, St. Vincent, and the Grenadines",            ,                    ,            
22995,BOTANIC GARD                            ,14.02,-61,3,"St. Lucia, St. Vincent, and the Grenadines",            ,                    ,            
23065,PLANTAGE CAT                            ,-999,-999,-999,Suriname                                ,            ,                    ,            
23066,BATAVIA                                 ,-999,-999,-999,Suriname                                ,            ,                    ,            
23067,HET MILITAIR                            ,-999,-999,-999,Suriname                                ,            ,                    ,            
23068,WILLEMSTED                              ,-999,-999,-999,Suriname                                ,            ,                    ,            
23069,BURNSIDE-COR                            ,-999,-999,-999,Suriname                                ,            ,                    ,            
23089,MBABANE                                 ,-26.32,31.15,1158,Swaziland                               ,            ,                    ,            
23827,THONG PHA PHUM                          ,14.75,98.62,-999,Thailand                                ,            ,                    ,            
23849,WICHIAN BURI                            ,15.62,101.12,-999,Thailand                                ,            ,                    ,            
23913,UMPHANG                                 ,-999,-999,-999,Thailand                                ,            ,                    ,            
23914,KANOM                                   ,-999,-999,-999,Thailand                                ,            ,                    ,            
23916,PILOT STATION                           ,-999,-999,-999,Thailand                                ,            ,                    ,            
23917,PHATTAYA                                ,-999,-999,-999,Thailand                                ,            ,                    ,            
23922,BISMARCKSBURG                           ,8.2,0.57,710,Togo                                    ,            ,                    ,            
23940,ATAFU (TOKELAU)                         ,-8.53,-172.52,2,Tonga                                   ,            ,                    ,            
23946,IMPERIAL COL                            ,10.63,-61.4,16,Trinidad and Tobago                     ,            ,                    ,            
23947,ST. CLAIR EX                            ,10.67,-61.52,20,Trinidad and Tobago                     ,            ,                    ,            
23951,SCARBOROUGH                             ,11.15,-60.72,93,Trinidad and Tobago                     ,            ,                    ,            
23953,CROWN POINT                             ,-999,-999,-999,Trinidad and Tobago                     ,            ,                    ,            
23986,TUNIS                                   ,36.78,7.82,43,Tunisia                                 ,            ,                    ,            
24033,ADANA                                   ,37,33,25,Turkey                                  ,            ,                    ,            
24108,SMYRNA (IZMIR)                          ,38.43,27.15,20,Turkey                                  ,            ,                    ,            
24109,SMYRNA                                  ,38.44,1.81,-999,Turkey                                  ,            ,                    ,            
24124,USAK                                    ,38.67,29.75,883,Turkey                                  ,            ,                    ,            
24187,SIVAS                                   ,39.73,36.98,1275,Turkey                                  ,            ,                    ,            
24189,ESKISEHIR                               ,39.78,30.53,796,Turkey                                  ,            ,                    ,            
24220,CANAKKALE                               ,40.17,26.4,15,Turkey                                  ,            ,                    ,            
24266,ISTANBUL                                ,41.03,26.65,75,Turkey                                  ,            ,                    ,            
24288,SAMSUN                                  ,41.33,34,40,Turkey                                  ,            ,                    ,            
24375,JINJA                                   ,-999,-999,-999,Uganda                                  ,            ,                    ,            
24376,KAMPALA                                 ,-999,-999,-999,Uganda                                  ,            ,                    ,            
26115,MIDWAY                                  ,28.25,-177.37,6,United States                           ,            ,                    ,            
43913,MONTEVIDEO                              ,-34.85,-58.53,29,Uruguay                                 ,            ,                    ,            
43914,MONTEVIDEO                              ,-34.85,-56.2,24,Uruguay                                 ,            ,                    ,            
44020,FUTUNA                                  ,-19.5,170.22,-999,Vanuatu                                 ,            ,                    ,            
44027,LUGANVILLE                              ,-15.52,167.13,152,Vanuatu                                 ,            ,                    ,            
44060,MATURIN                                 ,9.75,-68.18,68,Venezuela                               ,            ,                    ,            
44079,MARACAIBO                               ,10.55,-4.77,8,Venezuela                               ,            ,                    ,            
44089,CARACAS (CAJ                            ,-999,-999,-999,Venezuela                               ,            ,                    ,            
44090,CARACAS (CAJ                            ,-999,-999,-999,Venezuela                               ,            ,                    ,            
44092,BARQUISIMETO                            ,-999,-999,-999,Venezuela                               ,            ,                    ,            
44093,PARAGUANA (L                            ,-999,-999,-999,Venezuela                               ,            ,                    ,            
44094,COLONIA TOVA                            ,-999,-999,-999,Venezuela                               ,            ,                    ,            
44095,LAGUNILLAS                              ,-999,-999,-999,Venezuela                               ,            ,                    ,            
44097,CALABOZO                                ,-999,-999,-999,Venezuela                               ,            ,                    ,            
44099,POULO-CONDORE                           ,8.27,104.25,7,Vietnam                                 ,            ,                    ,            
44104,SOCTRANG                                ,9.65,103.67,-999,Vietnam                                 ,            ,                    ,            
44110,CAP SAINT-JACQUES                       ,10.33,104.75,150,Vietnam                                 ,            ,                    ,            
44116,SAIGON                                  ,10.78,106.7,11,Vietnam                                 ,            ,                    ,            
44130,ONG-YEM                                 ,11.13,104.27,8,Vietnam                                 ,            ,                    ,            
44132,CAP PADARAN                             ,11.27,106.63,175,Vietnam                                 ,            ,                    ,            
44147,DALAT                                   ,12.58,106.25,1400,Vietnam                                 ,            ,                    ,            
44153,QUI-NHON                                ,13.75,106.88,4,Vietnam                                 ,            ,                    ,            
44170,QUANG-NGAI                              ,15.1,106.5,10,Vietnam                                 ,            ,                    ,            
44182,HUE                                     ,16.48,105.23,7,Vietnam                                 ,            ,                    ,            
44190,QUANG-TRI                               ,16.7,104.85,10,Vietnam                                 ,            ,                    ,            
44195,DONG-HOI                                ,17.67,104.08,-999,Vietnam                                 ,            ,                    ,            
44196,VINH                                    ,18.12,103.33,6,Vietnam                                 ,            ,                    ,            
44200,THANH-HOA                               ,19.83,103.4,4,Vietnam                                 ,            ,                    ,            
44202,NAM-DINH                                ,20.42,106.67,5,Vietnam                                 ,            ,                    ,            
44204,PHU-LIEN                                ,20.8,104.27,5,Vietnam                                 ,            ,                    ,            
44207,HAIPHONG                                ,20.87,104.33,5,Vietnam                                 ,            ,                    ,            
44208,QUANG-YEN                               ,20.95,104.47,9,Vietnam                                 ,            ,                    ,            
44215,LANG-SON                                ,21.83,104.43,245,Vietnam                                 ,            ,                    ,            
44219,LAO-KAY                                 ,22.5,101.53,110,Vietnam                                 ,            ,                    ,            
44222,GAO-BANG                                ,22.73,103.73,210,Vietnam                                 ,            ,                    ,            
44223,HAGIANG                                 ,22.88,102.6,168,Vietnam                                 ,            ,                    ,            
44224,DJIRING                                 ,-999,-999,-999,Vietnam                                 ,            ,                    ,            
44225,TORTOLA (EXP                            ,18.42,-64.6,6,Virgin Islands [United Kingdom]         ,            ,                    ,            
44250,AKA-AKA (MATA-UTU)                      ,-13.28,176.13,3,Wallis and Futuna [France]              ,            ,                    ,            
44334,PERIM                                   ,-999,-999,-999,Yemen                                   ,            ,                    ,            
44337,ELIZABETHVILLE                          ,-11.65,27.47,1233,Zaire                                   ,            ,                    ,            
44339,GANDAJIKA                               ,-6.73,23.93,0,Zaire                                   ,            ,                    ,            
44345,USUMBURA                                ,-4.92,38.33,-999,Zaire                                   ,            ,                    ,            
44350,EALA                                    ,0.05,18.3,-999,Zaire                                   ,            ,                    ,            
44352,BAMBESA                                 ,3.45,25.7,0,Zaire                                   ,            ,                    ,            
44353,BUTEMBO                                 ,-999,-999,-999,Zaire                                   ,            ,                    ,            
44354,LEOPOLDVILLE-OUEST                      ,-999,-999,-999,Zaire                                   ,            ,                    ,            
44355,TSHIBINDA                               ,-999,-999,-999,Zaire                                   ,            ,                    ,            
44434,SALISBURY                               ,17.8,31.08,1480,Zimbabwe                                ,            ,                    ,            
87654,PORT-AUX-FRANCAIS                       ,-49.33,70.22,14,[Missing]                               ,            ,                    ,            
87655,GEORGETOWN                              ,-7.92,-14.4,16,[Missing]                               ,            ,                    ,            
87656,AIN SEFRA                               ,32.93,-2.7,38,Algeria                                 ,            ,                    ,            
87657,GERYVILLE                               ,33.68,1.02,1305,Algeria                                 ,            ,                    ,            
87658,LAGHOUAT                                ,33.8,2.88,770,Algeria                                 ,            ,                    ,            
87659,DJELFA                                  ,34.67,0.8,1167,Algeria                                 ,            ,                    ,            
87660,BISKRA                                  ,34.85,3.33,124,Algeria                                 ,            ,                    ,            
87661,TEBESSA                                 ,35.4,8.12,863,Algeria                                 ,            ,                    ,            
87662,ORAN                                    ,35.7,-0.65,60,Algeria                                 ,            ,                    ,            
87663,GUELMA                                  ,36.47,7.6,270,Algeria                                 ,            ,                    ,            
87664,FT. NATIONAL                            ,36.52,4.18,942,Algeria                                 ,            ,                    ,            
87665,MOSSAMEDES                              ,-15.2,12.15,3,Angola                                  ,            ,                    ,            
87666,SA DA BANDEIRA                          ,-14.92,13.48,1786,Angola                                  ,            ,                    ,            
87667,LOBITO                                  ,-12.33,13.55,3,Angola                                  ,            ,                    ,            
87668,CABINDA                                 ,-5.55,12.2,20,Angola                                  ,            ,                    ,            
87669,USHUAIA                                 ,-54.82,-68.32,12,Argentina                               ,            ,                    ,            
87670,RIO GALLEGOS                            ,-51.63,-69.28,26,Argentina                               ,            ,                    ,            
87671,SANTA CRUZ                              ,-50.02,-68.53,11,Argentina                               ,            ,                    ,            
87672,CIPOLLETTI                              ,-38.95,-67.98,265,Argentina                               ,            ,                    ,            
87673,VICTORICA                               ,-36.22,-65.42,312,Argentina                               ,            ,                    ,            
87674,BUENOS AIRES                            ,-34.58,-58.48,25,Argentina                               ,            ,                    ,            
87675,PARANA                                  ,-31.78,-60.48,63,Argentina                               ,            ,                    ,            
87676,CORDOBA                                 ,-31.42,-64.2,425,Argentina                               ,            ,                    ,            
87677,CORDOBA                                 ,-31.42,-64.2,425,Argentina                               ,            ,                    ,            
87678,CORRIENTES                              ,-27.47,-58.82,52,Argentina                               ,            ,                    ,            
87679,TUCUMAN                                 ,-26.85,-65.18,427,Argentina                               ,            ,                    ,            
87680,LA QUIACA                               ,-22.1,-65.6,3461,Argentina                               ,            ,                    ,            
87681,BUENOS AIRES                            ,-999,-999,-999,Argentina                               ,            ,                    ,            
87682,NASSAU                                  ,25.05,-77.33,5,"Bahamas, The                            ",            ,                    ,            
87683,CHITTAGONG                              ,22.35,91.83,27,Bangladesh                              ,            ,                    ,            
87684,BARISAL                                 ,22.75,90.37,4,Bangladesh                              ,            ,                    ,            
87685,MYMENSINGH                              ,24.75,90.45,19,Bangladesh                              ,            ,                    ,            
87686,BARBADOS                                ,13.13,-59.67,9,Barbados                                ,            ,                    ,            
87687,CODRINGTON                              ,13.13,-59.6,58,Barbados                                ,            ,                    ,            
87688,GOVT. MET. S                            ,13.13,-59.6,55,Barbados                                ,            ,                    ,            
87689,PUNTA GORDA                             ,16.12,-88.78,-999,Belize                                  ,            ,                    ,            
87690,COTONOU                                 ,9.67,0.67,442,Benin                                   ,            ,                    ,            
87691,?                                       ,32.28,-64.76,12,Bermuda [United Kingdom]                ,            ,                    ,            
87692,HAMILTON                                ,32.3,-64.78,46,Bermuda [United Kingdom]                ,            ,                    ,            
87693,HAMILTON                                ,32.3,-64.78,-999,Bermuda [United Kingdom]                ,            ,                    ,            
87694,TARIJA                                  ,-21.53,-64.775,1931,Bolivia                                 ,            ,                    ,            
87695,POTOSI                                  ,-19.58,-65.75,4002,Bolivia                                 ,            ,                    ,            
87696,SUCRE                                   ,-19.05,-65.27,2815,Bolivia                                 ,            ,                    ,            
87697,SUCRE                                   ,-19.03,-65.28,2884,Bolivia                                 ,            ,                    ,            
87698,ROBORE                                  ,-18.33,-59.75,300,Bolivia                                 ,            ,                    ,            
87699,ORURO                                   ,-17.97,-67.12,3706,Bolivia                                 ,            ,                    ,            
87700,CHARANA                                 ,-17.6,-69.47,4059,Bolivia                                 ,            ,                    ,            
87701,COCHABAMBA                              ,-17.38,-66.17,2570,Bolivia                                 ,            ,                    ,            
87702,APOLO                                   ,-14.72,-68.5,1383,Bolivia                                 ,            ,                    ,            
87703,FRANCISTOWN                             ,-21.15,27.47,-999,Botswana                                ,            ,                    ,            
87704,MAUN                                    ,18.97,23.42,942,Botswana                                ,            ,                    ,            
87705,GHANZI                                  ,21.5,21.75,1131,Botswana                                ,            ,                    ,            
87706,PORTO ALEGRE                            ,-30.02,-51.22,24,Brazil                                  ,            ,                    ,            
87707,SANTOS                                  ,-23.93,-46.32,3,Brazil                                  ,            ,                    ,            
87708,RIO DE JANEI                            ,-22.9,-43.17,18,Brazil                                  ,            ,                    ,            
87709,RIO DE JANEI                            ,-22.9,-43.17,18,Brazil                                  ,            ,                    ,            
87710,CAMPOS                                  ,-21.75,-41.33,13,Brazil                                  ,            ,                    ,            
87711,ARACAJU                                 ,-10.9,-37.05,6,Brazil                                  ,            ,                    ,            
87712,SAO LUIZ                                ,-2.52,-44.27,26,Brazil                                  ,            ,                    ,            
87713,BELEM                                   ,-1.47,-48.45,14,Brazil                                  ,            ,                    ,            
87714,BOBO-DIOULASSO                          ,11.18,-4.3,-999,Burkina Faso                            ,            ,                    ,            
87715,RANGOON                                 ,16.77,96.2,12,Burma / Myanmar                         ,            ,                    ,            
87716,AKYAB                                   ,20.47,92.95,6,Burma / Myanmar                         ,            ,                    ,            
87717,MANDALAY                                ,21.98,96.13,-999,Burma / Myanmar                         ,            ,                    ,            
87718,KOMPONG CHAM                            ,12,105.45,16,Cambodia                                ,            ,                    ,            
87719,SIEMREAP                                ,13.37,103.85,21,Cambodia                                ,            ,                    ,            
87720,STUNG TRENG                             ,13.53,105.97,51,Cambodia                                ,            ,                    ,            
87721,YAOUNDE                                 ,3.87,11.53,760,Cameroon                                ,            ,                    ,            
87722,DOUALA                                  ,4.67,9.68,13,Cameroon                                ,            ,                    ,            
87723,LAS PALMAS                              ,-999,-999,-999,Canary Islands [Spain]                  ,            ,                    ,            
87724,CIDADE DA PRAIA                         ,14.9,-23.52,32,Cape Verde                              ,            ,                    ,            
87725,BANGUI                                  ,4.37,18.57,387,Central African Republic                ,            ,                    ,            
87726,PUNTA ARENAS                            ,-53.12,-70.9,3,Chile                                   ,            ,                    ,            
87727,EVANGELISTAS                            ,-52.4,-75.1,58,Chile                                   ,            ,                    ,            
87728,ANCUD                                   ,-41.85,-73.83,48,Chile                                   ,            ,                    ,            
87729,ANCUD                                   ,-41.85,-73.8,11,Chile                                   ,            ,                    ,            
87730,PUNTA CORONA                            ,-41.78,-73.87,56,Chile                                   ,            ,                    ,            
87731,VALDIVIA                                ,-39.82,-73.27,12,Chile                                   ,            ,                    ,            
87732,VALDIVIA                                ,-39.82,-73.23,5,Chile                                   ,            ,                    ,            
87733,ISLA MOCHA (                            ,-38.37,-73.9,30,Chile                                   ,            ,                    ,            
87734,TALCA                                   ,-35.42,-71.78,73,Chile                                   ,            ,                    ,            
87735,TALCA                                   ,-35.42,-71.78,73,Chile                                   ,            ,                    ,            
87736,CURICO                                  ,-34.97,-71.23,284,Chile                                   ,            ,                    ,            
87737,CURICO                                  ,-34.97,-71.22,225,Chile                                   ,            ,                    ,            
87738,SAN FERNANDO                            ,-34.58,-71,350,Chile                                   ,            ,                    ,            
87739,SANTIAGO                                ,-33.45,-70.7,520,Chile                                   ,            ,                    ,            
87740,VALPARAISO (                            ,-33.02,-71.65,41,Chile                                   ,            ,                    ,            
87741,VALPARAISO (                            ,-33.02,-71.63,41,Chile                                   ,            ,                    ,            
87742,VALPARAISO (                            ,-33.02,-71.63,41,Chile                                   ,            ,                    ,            
87743,SAN FELIPE                              ,-32.78,-70.75,657,Chile                                   ,            ,                    ,            
87744,SAN FELIPE                              ,-32.75,-70.73,636,Chile                                   ,            ,                    ,            
87745,LA SERENA                               ,-29.9,-71.35,87,Chile                                   ,            ,                    ,            
87746,LA SERENA                               ,-29.9,-71.25,32,Chile                                   ,            ,                    ,            
87747,COPIAPO                                 ,-27.35,-70.33,370,Chile                                   ,            ,                    ,            
87748,ANTOFAGASTA                             ,-23.48,-70.43,134,Chile                                   ,            ,                    ,            
87749,FORT BAYARD                             ,21.05,110.47,14,China                                   ,            ,                    ,            
87750,ROYAL OBSERVATORY                       ,22.3,114.17,-999,China                                   ,            ,                    ,            
87751,ZI-KA-WEI (SHANGHAI)                    ,31.2,121.43,7,China                                   ,            ,                    ,            
